,2
54171,ENSG00000161132
54172,LINC01606
54173,ENSG00000255856
54174,ENSG00000273413
54175,ARHGAP26
54176,ENSG00000288759
54177,C2CD4D
54178,UNC5C-AS1
54179,CLMAT3
54180,TRAIP
54181,LRRTM3
54182,ENSG00000272195
54183,OCM
54184,SSTR1
54185,BAZ1A-AS1
54186,ENSG00000288065
54187,LINC02983
54188,ENSG00000224881
54189,MEIS3P1
54190,ALAS2
54191,FOSL2-AS1
54192,ENSG00000285671
54193,ENSG00000288864
54194,ENSG00000273320
54195,IL33
54196,ENSG00000260750
54197,ENSG00000277782
54198,ENSG00000278000
54199,ZFP28-DT
54200,ENSG00000227486
54201,ENSG00000285831
54202,CHRFAM7A
54203,UBQLNL
54204,NPC1L1
54205,ENSG00000258985
54206,BCO1
54207,RERE-AS1
54208,ENSG00000268230
54209,RIMBP3
54210,ENSG00000275672
54211,UNC5A
54212,ENSG00000226472
54213,CPO
54214,PDLIM1P4
54215,ENSG00000288224
54216,ENSG00000173867
54217,LINC02582
54218,NUTF2P6
54219,MAGI1-IT1
54220,ENSG00000260618
54221,ENSG00000288264
54222,ENSG00000262302
54223,PRKX
54224,ENSG00000280571
54225,C1QBPP2
54226,GFI1
54227,MFRP
54228,LINC01562
54229,ENSG00000255513
54230,ENSG00000286485
54231,MSH5-SAPCD1-5
54232,GDF9
54233,ENSG00000289410
54234,ENSG00000258677
54235,GP6-AS1
54236,ENSG00000262703
54237,GHRL
54238,LINC00278
54239,TVP23C
54240,GGACT
54241,SLC7A10
54242,CDK8P2
54243,HNF1A-AS1
54244,ABCC6P1
54245,KRT40
54246,ENSG00000273295
54247,ENSG00000281582
54248,SLC16A13
54249,SLC9C1-1
54250,ENSG00000270108
54251,ENSG00000257511
54252,FIRRE
54253,ENSG00000280707
54254,ADAMTSL4-AS1
54255,ENSG00000287670
54256,ENSG00000266968
54257,ENSG00000249679
54258,RPL3P7
54259,ENSG00000286072
54260,FSCN2
54261,ZNF582-DT
54262,GTF2IRD1P1
54263,ABCC8
54264,ENSG00000259322
54265,ENSG00000258354
54266,ENSG00000258471
54267,CEP128
54268,PHF1
54269,ENSG00000257279
54270,ENSG00000287851
54271,POU5F1P3
54272,CICP27
54273,ENSG00000267939
54274,ENSG00000285520
54275,SMIM8
54276,ENSG00000274413
54277,ENSG00000267149
54278,ENSG00000278931
54279,ENSG00000283538
54280,SERTAD4-AS1
54281,ENSG00000287642
54282,ENSG00000230490
54283,ZNF32-AS2
54284,ANKRD20A7P
54285,DOT1L
54286,CRIM1-DT
54287,ARHGEF5
54288,PLAAT1
54289,ENSG00000272799
54290,ENSG00000267318
54291,ENSG00000287539
54292,ENSG00000289455
54293,ZNF683
54294,RPL23AP1-5
54295,ZCCHC14-DT
54296,NPM1P40
54297,ENSG00000266588
54298,ENSG00000246596
54299,ENSG00000246731
54300,SEC14L5
54301,LINC01133
54302,C1QL1
54303,ENSG00000272750
54304,PCAT18
54305,FZD4-DT
54306,PCAT14
54307,SGCZ
54308,ENSG00000286483
54309,ENSG00000248514
54310,MICA
54311,ENSG00000261625
54312,KRTAP7-1
54313,ENSG00000224370
54314,CEACAM22P
54315,SLC25A21
54316,MPHOSPH10P2-1
54317,WEE2-AS1
54318,ENSG00000260633
54319,ARTN
54320,KRTAP5-9
54321,ENSG00000277036
54322,TRBV20-1
54323,ENSG00000261611
54324,ENSG00000273375
54325,ENSG00000286451
54326,C5orf49
54327,ENSG00000251616
54328,PPIAP39
54329,H2AZ2P1
54330,ENSG00000278126
54331,HELT
54332,SYCP2L
54333,LCN15
54334,LIX1
54335,ENSG00000275536
54336,FNDC10
54337,CCDC184
54338,ENSG00000275327
54339,SAMD13
54340,FANCG
54341,ENSG00000286782
54342,DEPDC4
54343,VIP
54344,GEMIN7-AS1
54345,ENSG00000284954
54346,ENSG00000267879
54347,ENSG00000159239
54348,HLA-DRB6
54349,MEIS3P2
54350,PRKAA2
54351,MEF2C-AS1
54352,DCC
54353,ENSG00000287667
54354,RBM48
54355,ANKRD20A4P
54356,ENSG00000256594
54357,ENSG00000275393
54358,ENSG00000267248
54359,ENSG00000276434
54360,ENSG00000287126
54361,ENSG00000259287
54362,PCDHGC4
54363,DRD4-1
54364,LY6G5B-6
54365,ENSG00000258674
54366,ENSG00000250934
54367,DAZ3
54368,AMTN
54369,ST3GAL6-AS1
54370,STOML1
54371,ENSG00000286033
54372,MICE-2
54373,ENSG00000272293
54374,TRPC4
54375,ERFL
54376,ENSG00000254230
54377,FAM53A
54378,GRP
54379,ENSG00000282386
54380,ENSG00000231482
54381,LINC02235
54382,ENSG00000273471
54383,CLCNKB
54384,CDHR2
54385,GAS2L3
54386,CFAP91
54387,GLUD2
54388,GLUD2-1
54389,THBS4-AS1
54390,ENSG00000213514
54391,TRIM64
54392,ENSG00000235105
54393,ENSG00000262884
54394,SCUBE1
54395,VAT1L
54396,ENSG00000288833
54397,ZNF239
54398,ENSG00000286938
54399,ENSG00000285932
54400,ENSG00000279571
54401,DMBT1
54402,ENSG00000261195
54403,ENSG00000253629
54404,ENSG00000272823
54405,FOXC2
54406,ENSG00000285719
54407,ENSG00000287759
54408,ENSG00000284695
54409,ENSG00000287310
54410,TMC3-AS1
54411,SNX8
54412,ENSG00000254676
54413,ENSG00000263394
54414,BSN
54415,ENSG00000249476
54416,LINC02334
54417,PCDHGA8
54418,ZNF793-AS1
54419,ZNF846
54420,GPAA1P1
54421,KCNJ2-AS1
54422,LINC01205
54423,ENSG00000204620
54424,GIHCG
54425,LINC00486
54426,NSL1
54427,CSPG4P10-1
54428,ENSG00000264546
54429,HCG25
54430,HCG25-5
54431,HCG25-1
54432,ENSG00000236829
54433,KIF1C-AS1
54434,ZNF583
54435,ENSG00000285369
54436,PKDREJ
54437,ENSG00000289361
54438,U2SURP
54439,ZDHHC22
54440,GUSBP18
54441,ENSG00000273805
54442,FAM189A1-1
54443,ENSG00000273108
54444,LINC01529
54445,KCNC1
54446,ENSG00000267745
54447,ENSG00000279851
54448,C1DP1
54449,TMEM151B
54450,THRB-AS1
54451,HLA-DOB
54452,DRD2
54453,ENSG00000272986
54454,ENSG00000260583
54455,LRIG2-DT
54456,ENSG00000278112
54457,KRTAP19-5
54458,ENSG00000275120
54459,LINC00681-1
54460,ENSG00000287299
54461,RNASEH1-DT
54462,PPP4R3B-DT
54463,HES5-1
54464,PPP1R18-4
54465,PPP1R18-6
54466,PRAC2
54467,ZNRD1ASP-2
54468,ZNRD1ASP-7
54469,PAX9
54470,ENSG00000271380
54471,ENSG00000285649
54472,ALPK3
54473,NCOA3
54474,MIF4GD
54475,LILRA4-1
54476,ENSG00000255893
54477,ENSG00000273987
54478,ALMS1-IT1
54479,ENSG00000267239
54480,FAM218A
54481,AMBN
54482,PRDX3P1
54483,CHUK
54484,PLAC1
54485,ENSG00000288868
54486,ENSG00000275437
54487,TRAPPC12-AS1
54488,UBE2L5
54489,ABCC12
54490,STK26
54491,CYP3A7
54492,LINC02005
54493,ENSG00000274029
54494,LINC01933
54495,TMEM38A
54496,TPTE2P5
54497,DUTP6
54498,ENSG00000245261
54499,ENSG00000272755
54500,HOXA10-AS
54501,AVPR1A
54502,ENSG00000272374
54503,WNT9B-1
54504,ENSG00000253632
54505,ZC3HAV1L
54506,KIR3DX1-2
54507,ZNF235
54508,ZNF747-DT
54509,ENPP3
54510,TPBG
54511,ENSG00000257989
54512,ENSG00000289502
54513,HRG
54514,ENSG00000257527
54515,PTPN11
54516,OPRL1
54517,ZNF511-PRAP1
54518,DAW1
54519,ENSG00000287437
54520,GPANK1-2
54521,ENSG00000256955
54522,ENSG00000281333
54523,PPIAP53
54524,ASPDH
54525,ENSG00000230010
54526,POC1B-AS1
54527,ENSG00000272263
54528,SAMD12
54529,NAV2-AS1
54530,RPS3AP18
54531,MIR3659HG
54532,ZNF252P-AS1
54533,LINC02067
54534,TMEM61
54535,PPM1F
54536,CNIH3-AS1
54537,TCF23
54538,CEMIP2
54539,LINC01219-1
54540,LINC01219
54541,CCT7P1
54542,GRK4
54543,VPS13B-DT
54544,TEKT4
54545,AHI1-DT
54546,AGXT
54547,HMGA2
54548,ZBED5-AS1
54549,SMIM38
54550,ANKRD20A1
54551,ENSG00000234261
54552,PACRG-AS1
54553,USP3
54554,CPHL1P
54555,ENSG00000280511
54556,MON1B
54557,RUSF1-DT
54558,ENSG00000233478
54559,LINC01956
54560,ENSG00000229272
54561,DDX11L1
54562,ENSG00000272473
54563,LINC00967
54564,SCRG1
54565,TNS1-AS1
54566,CCDC144A
54567,SVIL2P
54568,ENSG00000272836
54569,GOLGA6L10-1
54570,PEX3
54571,ENSG00000287399
54572,APP-DT
54573,SNAI1
54574,HS6ST2
54575,ENSG00000284341
54576,NUDT16L2P
54577,ENSG00000269397
54578,SHLD2P3
54579,SNORD3D-1
54580,LINC02562
54581,DDC
54582,SLC26A5-AS1
54583,CASP16P
54584,CRIPT
54585,ENSG00000261235
54586,OVCH1-AS1
54587,ZNHIT3-1
54588,PITRM1-AS1
54589,ESPNP
54590,ENSG00000271833
54591,ENSG00000272791
54592,LINC00933
54593,FSD1
54594,ENSG00000250284
54595,COX6A1P2
54596,OR1D2
54597,LINC02324
54598,ITFG2-AS1-1
54599,BST1
54600,ENSG00000285598
54601,ENSG00000259737
54602,TRIM6
54603,DDR1-3
54604,ASXL3
54605,DNM1P46
54606,LINC00639
54607,HLA-H-2
54608,HLA-H-5
54609,ACHE
54610,ENSG00000272382
54611,NANOS3
54612,EXOC2
54613,LINC01273
54614,HID1-AS1
54615,ENSG00000272386
54616,ENSG00000289926
54617,ENSG00000249228
54618,ENSG00000253736
54619,CENPN-AS1
54620,ENSG00000237754
54621,ATP23
54622,ENSG00000229618
54623,CCDC116
54624,TPRXL
54625,ZBED6
54626,ARR3
54627,ZBTB18
54628,AK3P3
54629,MIR9-1HG
54630,AP1AR-DT
54631,EFNA2
54632,TCFL5
54633,LINC00189
54634,ENSG00000289031
54635,ENSG00000285973
54636,ENSG00000277662
54637,CRLF3
54638,LINC01058
54639,SYCE2
54640,MYO1H
54641,AGBL4
54642,EDRF1-AS1
54643,LINC02661
54644,ABCB5
54645,ENSG00000273486
54646,ADRA1B
54647,H2BC4
54648,LINC02803
54649,NAV2-AS6
54650,ENSG00000278341
54651,KRTAP10-9
54652,UBASH3B
54653,GRXCR2
54654,ENSG00000231628
54655,LCAL1
54656,MSH5-1
54657,ENSG00000230492
54658,PDE9A-AS1
54659,OR1I1
54660,ENSG00000273391
54661,C20orf204
54662,ENSG00000251246
54663,ADORA2BP1
54664,KCTD6
54665,ENSG00000237596
54666,TRPM3
54667,TRDC
54668,ENSG00000233539
54669,CYP2B6
54670,STK24
54671,ENSG00000269954
54672,ENSG00000265511
54673,ENSG00000272420
54674,SNX18P3
54675,ENSG00000278603
54676,DHX37
54677,GPR82
54678,ENSG00000289946
54679,LGALS12
54680,ENSG00000233967
54681,DDR1-DT-2
54682,C10orf88
54683,KRT39
54684,LINC02473
54685,BRWD3
54686,ENSG00000227388
54687,ENSG00000289183
54688,LINC02447
54689,PDCD6-DT
54690,SH3GL1P3
54691,MRPS18A
54692,ARSJ
54693,LINC00479
54694,ENSG00000289586
54695,BEAN1-AS1
54696,ENSG00000275383
54697,CTXND1
54698,RPS26P4
54699,BIVM-ERCC5
54700,LINC02798
54701,TMOD3
54702,POLR3GL
54703,ENSG00000273343
54704,ENSG00000286535
54705,ENSG00000269514
54706,H2BU1
54707,CAPN13
54708,TOR4A
54709,ENSG00000286757
54710,LINC01497
54711,HHIPL1
54712,MRGPRF-AS1
54713,ENSG00000237250
54714,ENSG00000285633
54715,RSPH4A
54716,TIPARP-AS1
54717,ENSG00000277135
54718,ENSG00000271993
54719,ANKRD34C
54720,ENSG00000260958
54721,GAL3ST1
54722,ZNF223
54723,SCNN1G
54724,ENSG00000275450
54725,ENSG00000287108
54726,SOX11
54727,TTC23L
54728,HOXB1
54729,VSTM2A
54730,LINC02012
54731,ENSG00000278071
54732,LINC00518
54733,ABHD3
54734,SLCO1C1
54735,PARD6A
54736,ENSG00000223834
54737,DHX16-3
54738,AMIGO3
54739,CTNNA1-AS1
54740,KLHL4
54741,DIP2C-AS1
54742,ENSG00000205325
54743,COLCA1
54744,PABPC5
54745,TEKT2
54746,KRT8P38
54747,ENSG00000259081
54748,ENSG00000273442
54749,ENSG00000272977
54750,ENSG00000285928
54751,MICB-4
54752,ENSG00000288806
54753,ENSG00000286056
54754,ENSG00000272369
54755,ALKBH1
54756,SNX4
54757,ENSG00000268555
54758,ENSG00000222001
54759,OR1A1
54760,VMO1
54761,ENSG00000259211
54762,LINC01013
54763,KDSR-DT
54764,LRRC36
54765,COL13A1
54766,ENSG00000261296
54767,EFCAB3
54768,ENSG00000273248
54769,ENSG00000288989
54770,LINC02937
54771,ENSG00000260920
54772,RAB11FIP2
54773,MPP3
54774,ENSG00000289507
54775,ENSG00000276564
54776,ENSG00000277938
54777,ENSG00000264968
54778,PPM1D
54779,MAFA
54780,ENSG00000287966
54781,ENSG00000262668
54782,C1orf147
54783,ENSG00000225963
54784,SLIT1
54785,GGN
54786,HTR6
54787,GATA1
54788,LINC01907
54789,THOC1-DT
54790,ENSG00000287112
54791,CLEC1B
54792,ENSG00000273203
54793,CCDC112
54794,ADAM28
54795,ENSG00000286274
54796,TNXA
54797,TNXA-1
54798,LINC02882
54799,PARVB
54800,BCORP1
54801,ENSG00000276337
54802,KRTAP9-2
54803,ENSG00000275854
54804,SUGCT
54805,ENSG00000276278
54806,ENSG00000287158
54807,ENSG00000234936
54808,LRRC69
54809,ENSG00000286269
54810,ENSG00000241679
54811,ENSG00000253282
54812,PROX1-AS1
54813,TMEM225B
54814,ENSG00000288850
54815,CCDC121
54816,ENSG00000287156
54817,SORD2P-1
54818,C3orf36
54819,RUFY1-AS1-1
54820,RUFY1-AS1
54821,TSSK6
54822,PNMA6A
54823,UBD-5
54824,SPDYA
54825,CDK5
54826,ENSG00000223837
54827,EEA1
54828,ENSG00000271894
54829,ENSG00000280758
54830,ENSG00000288009
54831,ARL4D
54832,PANK1-AS1
54833,PHF3
54834,HOXD-AS2
54835,ZNF790-AS1
54836,MCCC2-1
54837,LINC00334
54838,RPL12P28
54839,NLE1
54840,MT1E
54841,IGLV1-44
54842,MCCC2-2
54843,ENSG00000224479
54844,MANEAL
54845,TAP1-2
54846,ENSG00000260144
54847,SLC16A4
54848,ENSG00000260310
54849,ENSG00000287527
54850,ENSG00000260331
54851,TAPT1-AS1
54852,GSEC
54853,KIR2DL4-28
54854,LINC01801
54855,ENSG00000255142
54856,ATRNL1
54857,XYLT1
54858,MTND5P1
54859,CPA1
54860,PIGV
54861,ENSG00000287496
54862,PM20D2
54863,NPY4R2
54864,ENSG00000283625
54865,LINC02433
54866,CNNM3-DT
54867,ENSG00000266997
54868,ENSG00000258302
54869,GPR156
54870,KIAA1671-AS1
54871,USP50
54872,MMP13
54873,ERICH2
54874,SNHG31
54875,KCND2
54876,ENSG00000287281
54877,H3P37
54878,LINC01501
54879,RHOXF2
54880,ENSG00000260784
54881,HCG25-3
54882,COL11A2-4
54883,ENSG00000286207
54884,ENSG00000270082
54885,ENSG00000287710
54886,ENSG00000227782
54887,LPAR6
54888,TENM2-AS1
54889,ECE2
54890,ENSG00000254510
54891,ENSG00000289102
54892,MT1G
54893,TECTA
54894,PCDHB6
54895,PCDHGA5
54896,ZFP91-CNTF
54897,ENSG00000271032
54898,SRP54-AS1
54899,ENSG00000287563
54900,SLC26A5
54901,C13orf42
54902,ENSG00000259460
54903,ENSG00000278390
54904,KRT40-1
54905,CCDC192
54906,FNBP1P1
54907,ENSG00000280164
54908,LINC02913
54909,RASGRP2
54910,LINC02904-1
54911,KIF9-AS1
54912,GAS2
54913,ENSG00000263164
54914,ZDHHC2
54915,ENSG00000289261
54916,TMEM178A
54917,PRB2
54918,HTD2
54919,KLF16
54920,H2BC20P
54921,FLT1
54922,EGFLAM-AS4
54923,ZC3H12B
54924,ENSG00000281266
54925,CFAP45
54926,MSH5-2
54927,PCDHGB3
54928,ENSG00000272112
54929,ENSG00000230650
54930,SLC45A1
54931,GPM6A
54932,ENSG00000273565
54933,WDR35-DT
54934,ENSG00000256984
54935,THSD7B
54936,RPL7AP10
54937,ENSG00000272983
54938,LINC02471
54939,ENSG00000236209
54940,SHOX
54941,ENSG00000285943
54942,ENSG00000233820
54943,SLFNL1
54944,ECE1-AS1
54945,GREM1
54946,GREM1-2
54947,CDRT15P6
54948,ENSG00000289217
54949,IGLV5-52
54950,ENSG00000285933
54951,HIC2
54952,HNRNPCP7
54953,LINC00235
54954,LINC00235-1
54955,TBC1D3I-2
54956,ENSG00000283064
54957,KRBOX1
54958,ENSG00000257740
54959,EPO
54960,LINC02894
54961,ENSG00000286921
54962,LINC01410
54963,IFNE
54964,LINC02145
54965,RAET1E-AS1
54966,ZNF221
54967,PPIAP22
54968,ANO7
54969,ENSG00000285851
54970,ENSG00000254321
54971,TTN
54972,ZNF519
54973,KLRF1
54974,LINC01615
54975,ENSG00000277350
54976,ENSG00000269194
54977,ENSG00000263218
54978,ICAM4
54979,ENSG00000272010
54980,ACTN2
54981,METTL21EP
54982,ADCYAP1R1
54983,TMEM267
54984,ZNF749
54985,ENSG00000285919
54986,LINC01949
54987,ENSG00000225637
54988,GPR137C
54989,C2orf50
54990,ENSG00000256566
54991,LRRC77P
54992,CNTNAP3P2
54993,TRIM64B
54994,ZFP57-4
54995,WHAMMP4
54996,ENSG00000287855
54997,MCCC1-AS1
54998,CABYR
54999,ENSG00000260643
55000,ENSG00000288673
55001,MYO1D-DT
55002,ENSG00000244716
55003,ENSG00000267740
55004,EMC1-AS1
55005,RPL32P29
55006,ENSG00000272447
55007,MICB
55008,ENSG00000271218
55009,CD200R1
55010,ZEB1-AS1
55011,KCNN3
55012,PGAM1P8
55013,KDM4D
55014,LINC02599
55015,CCT8P1
55016,WNK3
55017,ENSG00000276075
55018,FAM185BP
55019,PIGW
55020,SERBP1P3
55021,ENSG00000259711
55022,NEMP2
55023,ADGRF5P1
55024,ENSG00000248367
55025,CCHCR1-5
55026,KLC2-AS1
55027,ENSG00000270728
55028,LINC02950-1
55029,LINC01198
55030,ENSG00000286656
55031,LINC01164
55032,ENSG00000273261
55033,F2RL3
55034,GRAPLDR
55035,SLIT3-AS2
55036,ZKSCAN7
55037,ZKSCAN7-1
55038,ENSG00000263990
55039,DECR2-1
55040,POU2F1-DT
55041,ENSG00000287165
55042,LINC00392
55043,KCNH1
55044,DLK1
55045,ENSG00000287000
55046,DCDC2B
55047,LY86-AS1
55048,ENSG00000275871
55049,UBE2Q2P2
55050,ENSG00000287475
55051,SLC25A46
55052,ENSG00000229896
55053,LINC02267
55054,HCG25-6
55055,TMEM144
55056,ENSG00000279208
55057,ENSG00000289087
55058,ENSG00000271259
55059,ENSG00000288906
55060,SINHCAFP3
55061,ENSG00000289224
55062,NALF1
55063,ENSG00000287998
55064,PRICKLE4
55065,PEG3
55066,SERPINA1-1
55067,ENSG00000258964
55068,LINC00671
55069,ENSG00000286176
55070,ENSG00000233542
55071,MITD1
55072,ENSG00000288734
55073,PTCSC2
55074,UNC80
55075,PAXBP1-AS1
55076,ENSG00000229591
55077,ENSG00000268193
55078,ENSG00000226849
55079,ST6GAL2
55080,RPL3L
55081,CCDC122
55082,ENSG00000224407
55083,H2AC8
55084,ENSG00000284297
55085,ENSG00000236536
55086,ENSG00000241728
55087,OVOL1-AS1
55088,ENSG00000228037
55089,ZNF180
55090,ENSG00000275063
55091,PROB1
55092,ENSG00000255305
55093,REXO4
55094,REXO4-1
55095,ENSG00000258515
55096,PIEZO2
55097,ENSG00000272368
55098,OR7D2
55099,APLP1
55100,LSM8
55101,IGLV4-3
55102,ZNF833P
55103,ATXN1-AS1
55104,ODF2
55105,CACNA1F
55106,MAB21L2
55107,ENSG00000280011
55108,KRTAP19-3
55109,LEFTY1
55110,PRSS51
55111,KRTAP2-1
55112,FANCM
55113,KRTAP2-1-1
55114,RHD
55115,ENSG00000284664
55116,SMTNL2
55117,ZBED3-AS1
55118,ENSG00000280561
55119,RIDA
55120,LINC01238
55121,LHX4
55122,CAMKV
55123,ENSG00000249593
55124,ENSG00000269976
55125,ENSG00000279249
55126,CEP43
55127,LINC02861
55128,ENSG00000286431
55129,RCCD1-AS1
55130,ATP6V1FNB
55131,ENSG00000290037
55132,RFTN1P1
55133,CLNK
55134,LINC00920
55135,ADRB2
55136,ENSG00000259772
55137,HORMAD1
55138,LINC02966
55139,IGLV6-57
55140,ENSG00000251158
55141,ENSG00000276772
55142,ENSG00000267436
55143,ENSG00000273329
55144,KLHL30
55145,ENSG00000265287
55146,TBC1D3B-1
55147,OR7E14P
55148,MDM1
55149,ENSG00000287117
55150,ENSG00000272217
55151,ENSG00000254419
55152,ENSG00000287008
55153,AQP2
55154,KRTAP3-1
55155,DNM1P47
55156,TRIM46
55157,ENSG00000286314
55158,ZNF582
55159,APOBEC2
55160,ENSG00000289318
55161,ENSG00000286928
55162,CRB3
55163,ENSG00000285827
55164,ENSG00000197332
55165,ENSG00000245651
55166,SNRK-AS1
55167,RBM22P2
55168,MTCO1P22
55169,GTF3C2-AS1
55170,GPR63
55171,TSLP
55172,C21orf62-AS1
55173,AOC2
55174,LRP1B
55175,ENSG00000231811
55176,STARD4
55177,GFOD2
55178,SMIM4
55179,UGT1A10
55180,GRIK4
55181,NACC2
55182,KRTAP10-8
55183,THPO
55184,PLD5
55185,RSF1
55186,MFNG
55187,SCG5-2
55188,ENSG00000254973
55189,ANKRD20A5P
55190,ENSG00000285392
55191,DYNLT5
55192,B3GNT4
55193,CPS1
55194,ENSG00000286018
55195,ENSG00000277007
55196,PRNCR1
55197,ENSG00000287417
55198,HLA-DOB-5
55199,SUZ12P1
55200,ENSG00000271971
55201,GNG10
55202,AEBP2
55203,ENSG00000268119
55204,CPN2
55205,RBFOX3
55206,ENSG00000274403
55207,ENSG00000289201
55208,ESYT3
55209,ENSG00000286890
55210,CDH11
55211,LINC02958
55212,LINC02762
55213,FBXO10
55214,ENSG00000283031
55215,TMEFF2
55216,DCDC2C
55217,ITPRID2-DT
55218,LIPT1
55219,ENSG00000286289
55220,ENSG00000263823
55221,ENSG00000188223
55222,HEIH
55223,ENSG00000271009
55224,KRTAP4-5
55225,ENSG00000276517
55226,ENSG00000272156
55227,SMIM30
55228,DGKD-1
55229,ENSG00000230882
55230,FTHL17
55231,PDIA3P1
55232,ENSG00000288809
55233,ENSG00000248240
55234,NTNG2
55235,HTATSF1P2
55236,LINC02812
55237,ENSG00000258168
55238,CCDC85A
55239,ENSG00000285397
55240,ENSG00000228541
55241,IDH2
55242,KIF17
55243,AMZ1
55244,C2orf74
55245,ENSG00000273058
55246,LINC00910
55247,ADGRF2
55248,RTL5
55249,SLC13A5
55250,ENSG00000227741
55251,MAP2K4
55252,ENSG00000272953
55253,AQP4-AS1
55254,RGS13
55255,ENSG00000286220
55256,ENSG00000267681
55257,ANKRD36BP2
55258,PRTG
55259,ENSG00000284649
55260,ENSG00000260645
55261,OR7A5
55262,LINC01119
55263,ENSG00000288811
55264,GCGR-1
55265,GCGR
55266,PPP1R1C
55267,ENSG00000285547
55268,LINC00517
55269,NOX5
55270,ARHGAP42-AS1
55271,REELD1
55272,TTC23L-AS1
55273,NDP
55274,LINC01208
55275,PCDHB18P
55276,PARP11
55277,LINC01138
55278,ENSG00000270091
55279,LINC02359
55280,LINC02542-1
55281,BAZ2B-AS1
55282,RBFOX1
55283,KRT7-AS
55284,KLHL11
55285,MADCAM1
55286,ENSG00000256116
55287,NSD2
55288,CEP112
55289,SCN3A
55290,ENSG00000289532
55291,SIX4
55292,TOX-DT
55293,KCNJ3
55294,LINC01356
55295,CYP2D6-3
55296,CYP2D6-4
55297,LYG1
55298,LCA5L
55299,ENSG00000285458
55300,ENSG00000248710
55301,ENSG00000287202
55302,RIC8B
55303,ENSG00000272416
55304,CMTM5
55305,BTBD8
55306,P3H2-AS1
55307,CYP2D8P-7
55308,PRKG2
55309,RPS4XP4
55310,ENSG00000288871
55311,SLFNL1-AS1
55312,CSTF2T
55313,ENSG00000283886
55314,MAS1
55315,ENSG00000272600
55316,ENSG00000262587
55317,EPHX4
55318,ENSG00000237716
55319,ACTBL2
55320,CHST6
55321,ULK4P1
55322,KLHDC8A
55323,ZFYVE26
55324,C6orf47-AS1-6
55325,C6orf47-AS1-4
55326,PPP1R36
55327,ENSG00000287259
55328,ENSG00000254488
55329,TEN1-CDK3
55330,HLA-DQB1-AS1-5
55331,SPECC1
55332,LYSMD3
55333,C5orf64
55334,VGLL2
55335,PLOD2
55336,MON1A
55337,PRRT1-7
55338,PRRT1-6
55339,BRAP
55340,ZHX1
55341,STK31
55342,ERN2
55343,ENSG00000272040
55344,ENSG00000272760
55345,ZNF620
55346,FGF13
55347,NFYC-AS1
55348,ENSG00000289496
55349,PIGO
55350,ENSG00000271855
55351,LINC02975
55352,ENSG00000286621
55353,TCAF1P1
55354,SLC5A4
55355,ENSG00000230423
55356,VWA5B1
55357,ENSG00000272070
55358,LRRC74B
55359,LINC00924
55360,DNM1P35
55361,BAK1P1
55362,ZNF518A
55363,PITPNA-AS1
55364,GRIK1-AS1
55365,ENSG00000287865
55366,TMEM138
55367,MIR200CHG
55368,SLC26A4-AS1
55369,ENSG00000229156
55370,PIWIL2-DT
55371,LINC00652
55372,FSD2
55373,LINC02897
55374,SMIM15-AS1
55375,ST7-AS1
55376,CHRNA1
55377,SLC2A1
55378,INE2
55379,ENSG00000289194
55380,KRTAP5-3-2
55381,ENSG00000282189
55382,ENSG00000216906
55383,UNC13A
55384,ENSG00000288016
55385,PNMT
55386,LAMP5
55387,ENSG00000272667
55388,ENSG00000276422
55389,TMEM178B
55390,ENSG00000254531
55391,ENSG00000267429
55392,DNAAF11
55393,ABITRAM
55394,ENSG00000287032
55395,CCND2-AS1
55396,HMGCLL1
55397,IGLV2-18
55398,PRDM16
55399,ORC5
55400,LINC03006
55401,MRNIP-DT
55402,MRNIP-DT-1
55403,ENSG00000187185
55404,TIRAP-AS1
55405,LINC01678
55406,LCA5
55407,ENSG00000286724
55408,MFF-DT
55409,CHSY3
55410,ENSG00000256101
55411,OBI1
55412,PGAM2
55413,OTULIN-DT
55414,ENSG00000261294
55415,MCTP1
55416,LINC01424
55417,IL24
55418,ENSG00000272518
55419,LINC01352
55420,ENSG00000273218
55421,ENSG00000286989
55422,SAPCD1-4
55423,SAPCD1
55424,CEP295
55425,ENSG00000270574
55426,PIK3CD-AS2
55427,ENSG00000232721
55428,DPY19L2P4
55429,DNAJC3-DT
55430,ENSG00000263335
55431,ENSG00000282287
55432,ENSG00000258803
55433,ENSG00000273433
55434,ENSG00000246203
55435,ENSG00000260774
55436,LINC00668
55437,MIR4280HG
55438,ELN-AS1
55439,ENSG00000251413
55440,WDR87
55441,ENSG00000286688
55442,ART5
55443,BEND5
55444,ENSG00000260855
55445,TRIM34
55446,SLC6A7
55447,LINC00491
55448,SPTB
55449,ENSG00000275180
55450,ADAMTS3
55451,ENSG00000236540
55452,GZF1
55453,KLHL12
55454,ENSG00000286789
55455,ENSG00000170846
55456,ZNF678
55457,ENSG00000272630
55458,COIL
55459,ENSG00000286892
55460,ST6GALNAC5
55461,ZCCHC18
55462,SLC15A2
55463,PDK1-AS1
55464,ENSG00000238039
55465,TRAF2
55466,ENSG00000288736
55467,NUDT18
55468,TRPC2
55469,TEX52
55470,LINC02783-1
55471,LINC02783
55472,ENSG00000289074
55473,ZNF570
55474,DNAJA3
55475,MEGF10
55476,TMC3
55477,ENSG00000215022
55478,ZNF222
55479,ENSG00000282814
55480,GCM1
55481,ENSG00000278097
55482,ENSG00000282747
55483,ENSG00000282370
55484,ENSG00000289691
